Entity Code Year Cantril ladder score "GDP per capita, PPP (constant 2017 international $)" Population (historical estimates) Continent
Denmark DNK 2011 7.85574 51293.207 5576016
Denmark DNK 2019 7.6456 56813.965 5795879
Finland FIN 2018 7.7689 48048.523 5515465
Finland FIN 2019 7.8087 48583.434 5521539
Finland FIN 2020 7.8421 47443.902 5529468
Finland FIN 2021 7.821 48753.355 5535982
Finland FIN 2022 7.8042
